concept_id,Extended_ID,Compact_ID,Mini_ID,ICD10-Block,ICD10-Chapter,Ethiopia Extended Name,Ethiopia Compact Name,Ethiopia Mini Name,Discrepancy among Ethiopia Names,Stripped Name,Ethiopia Name: Harmonized,Final-Name,Changes made to name? Yes/No,Notes on Final Name,WHO_ID,Orginal ICD10 Match: WHO_ID,ICD10 Match: Stripped Name,Discrepancy between ICD10 Match,Final ICD-10 Map Type,Final ICD-10 Map,Reference Only: ICD-10 Name,Change made to ICD-10 Map (based on WHO_ID)? Yes/No,Notes on Final ICD-10 Map,SAME-AS CIEL Map (Optional),SAME-AS ICD-10-CM Mapping (Optional),Secondary Mapping to WHO ICD-10 (Optional),Additional FMOH Action Recommended,Recommended Action for FMOH,Consolidated Review History
933,933,,,L20,Skin & Subcutaneous,Dermatitis (Atopic) (Other atopic dermatitis),,,No,Other atopic dermatitis,Dermatitis (Atopic) (Other atopic dermatitis),Dermatitis (Atopic) (Other atopic dermatitis),No,,4979,L20.8,L20.8,No,Same As,L20.8,Other atopic dermatitis,No,,,ICD-10-CM : L20.89 : Other atopic dermatitis,,No,,"DT: Further specificity found in ICD-10-CM. Confirm mapping.

FMOH: ICD10-CM is a detail of ICD10, but just for clinical management/reporting purpose. Similarly, diseases picked by our study together with program-based reporting were not specified in ICD10. Hence, we systematically customized and mapped those diseases to ICD10.

JP: Confirm ""Same As"" mapping to L20.8 and advise on whether to create same as ICD-10-CM mapping."
934,934,,,L20,Skin & Subcutaneous,Dermatitis (Atopic) (Unspecified),,,No,"Atopic dermatitis, unspecified",Dermatitis (Atopic) (Unspecified),Dermatitis (Atopic) (Unspecified),No,,4980,L20.9,L20.9,No,Same As,L20.9,"Atopic dermatitis, unspecified",No,,,,,No,,"DT: Discrepency identified between code matched to WHO ID and custom name. Extended code ""934 Dermatitis (Atopic) (Unspecified)"" appears to match more closely with ICD-10 code ""L20.9 Atopic dermatitis, unspecified"" than with the ICD-10 code matched to the specified WHO ID ""L20.8 Other atopic dermatitis"". Suggest linking to ICD-10 code ""L20.9 Atopic dermatitis, unspecified"", which is WHO ID 4980. Please confirm.

FMOH: the WHO ID should read as 4980

JP: Resolved"
935,935,838,,L20,Skin & Subcutaneous,Seborrhoeic dermatitis,Seborrhoeic dermatitis,,No,Seborrhoeic dermatitis,Seborrhoeic dermatitis,Seborrhoeic dermatitis,No,,4981,L21.-,L21.-,No,Same As,L21.9,"Seborrhoeic dermatitis, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,No,,
936,936,,,L20,Skin & Subcutaneous,Diaper [napkin] dermatitis,,,No,Diaper [napkin] dermatitis,Diaper [napkin] dermatitis,Diaper [napkin] dermatitis,No,,4986,L22,L22,No,Same As,L22,Diaper [napkin] dermatitis,No,,,,,No,,
937,937,839,,L20,Skin & Subcutaneous,Dermatitis (Allergic contact dermatitis) (Allergic contact dermatitis),Dermatitis (Allergic contact dermatitis),,Yes,Allergic contact dermatitis,Dermatitis (Allergic contact dermatitis),Dermatitis (Allergic contact dermatitis),Yes,Discrepancy in naming across editions resolved,4987,L23.-,L23.-,No,Same As,L23.9,"Allergic contact dermatitis, unspecified cause",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Discrepancy between names in different editions should be resolved,"DT: Discrepency identified between extended code name and compact and/or mini code names. Suggest revising extenDed code name ""937 Dermatitis (Allergic contact dermatitis) (Allergic contact dermatitis)"" to match compact code name ""839 Dermatitis (Allergic contact dermatitis)""

FMOH: The repeated phrase should be deleted

DT: Confirm with FMoH if they will update extended code name to be consistent with compact and mini names, no problem with ICD-10 code.

JP: Resolved"
938,938,840,,L20,Skin & Subcutaneous,Dermatitis (Irritant contact dermatitis due to detergents),Dermatitis (Irritant contact dermatitis due to detergents),,No,Irritant contact dermatitis due to detergents,Dermatitis (Irritant contact dermatitis due to detergents),Dermatitis (Irritant contact dermatitis due to detergents),No,,4999,L24.0,L24.0,No,Same As,L24.0,Irritant contact dermatitis due to detergents,No,,,,,No,,
939,939,841,249,L20,Skin & Subcutaneous,"Dermatitis (Unspecified contact dermatitis, unspecified cause)","Dermatitis (Unspecified contact dermatitis, unspecified cause)","Dermatitis (Unspecified contact dermatitis, unspecified cause)",No,"Unspecified contact dermatitis, unspecified cause","Dermatitis (Unspecified contact dermatitis, unspecified cause)","Dermatitis (Unspecified contact dermatitis, unspecified cause)",No,,5017,L25.9,L25.9,No,Same As,L25.9,"Unspecified contact dermatitis, unspecified cause",No,,,,,No,,
940,940,842,,L20,Skin & Subcutaneous,Carbuncule (Other dermatitis),Carbuncule (Other dermatitis),,No,Other dermatitis,Carbuncule (Other dermatitis),Carbuncule (Other dermatitis),No,,5036,L30.-,L30.-,No,Narrower Than,L02.9,"Cutaneous abscess, furuncle and carbuncle, unspecified",Yes,Mapped to L02.9,,,,Yes,Carbuncle maps to L02.9 which is a duplicate mapping as #915. Confirm that you want to keep both of these.,"JP: L30 header would generally map to L30.9, but there is a short name here of ""Carbuncle"". Please advise on how this should be mapped. Note #944 is a ""same as"" mapping to L30.9, so make sure that this code doesn't need to be retired.

AK: Carbuncle maps to L02.9"
941,941,843,,L20,Skin & Subcutaneous,Pityriasis Alba,Pityriasis Alba,,No,Pityriasis alba,Pityriasis Alba,Pityriasis Alba,No,,5042,L30.5,L30.5,No,Same As,L30.5,Pityriasis alba,No,,,,,No,,
942,942,844,,L20,Skin & Subcutaneous,Dermatitis (Other specified dermatitis),Dermatitis (Other specified dermatitis),,No,Other specified dermatitis,Dermatitis (Other specified dermatitis),Dermatitis (Other specified dermatitis),No,,5043,L30.8,L30.8,No,Same As,L30.8,Other specified dermatitis,No,,,,,No,,"DT: Possible duplicate code. See note associated with extended code ""943 Neurodermatitis (Other specified dermatitis)"".

FMOH: Dx found from Survey as separate entity; should stay the same

DT: No action needed

JP: Resolved"
943,943,844,,L20,Skin & Subcutaneous,Neurodermatitis (Other specified dermatitis),Dermatitis (Other specified dermatitis),,Yes,Other specified dermatitis,Neurodermatitis (Other specified dermatitis),Neurodermatitis (Other specified dermatitis),Yes,Discrepancy in naming across editions resolved,5043,L30.8,L30.8,No,Narrower Than,L20.9,"Atopic dermatitis, unspecified",Yes,"Changed to ""narrower than"" mapping to L20.9 ""Atopic dermatitis, unspecified""",164107,,,Yes,"Confirm modified ""Narrower Than"" mapping to L20.9 ""Atopic Dermatitis"", which would have atopic neurodermatitis as a descendant

Note that discrepancy between names in different editions was resolved","DT: Discrepency identified between code matched to WHO ID and custom name. Unsure if this should be ""L30.8 Other specified dermatitis"" or ""L20.8 Other atopic dermatitis"" or further specified ICD-10-CM code ""L20.81 Atopic neurodermatitis"". Please confirm. Also note that the compact code associated to this mapping has been manually entered, a duplicate code exists on the compact list, Cpt_ID 844 and 845. Suggest updating compact code name 845 to match extended code name, once confirmed.

FMOH: As is

DT: Further review with FMoH - should this be  ""L20.81 Atopic neurodermatitis""?

ASK: Agree with reviewer. Should not be ""other"" but should be atopic neurodermatitis mapped to ICD L20.9. You should not mix ICD-10-CM with ICD-10-WHO. CIEL concept 164107.

JP: Please confirm everything at left. Given that the specific type of dermatitis is being specified, should this be mapped to L20.8 not L20.9? Should mapping type be Same As or Narrower Than? 

AK: Narrower than to L20.9"
944,944,846,,L20,Skin & Subcutaneous,"Dermatitis, unspecified","Dermatitis, unspecified",,No,"Dermatitis, unspecified","Dermatitis, unspecified","Dermatitis, unspecified",No,,5044,L30.9,L30.9,No,Same As,L30.9,"Dermatitis, unspecified",No,,,,,No,,Review along with #940
945,945,847,,L40,Skin & Subcutaneous,Psoriasis,Psoriasis,,No,Psoriasis,Psoriasis,Psoriasis,No,,5045,L40.-,L40.-,No,Same As,L40.9,"Psoriasis, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #952,"JP: Confirm recommendation to retire. 

AK: Yes"
946,946,848,,L40,Skin & Subcutaneous,Psoriasis (Psoriasis vulgaris),Psoriasis (Psoriasis vulgaris),,No,Psoriasis vulgaris,Psoriasis (Psoriasis vulgaris),Psoriasis (Psoriasis vulgaris),No,,5046,L40.0,L40.0,No,Same As,L40.0,Psoriasis vulgaris,No,,,,,No,,
947,947,849,,L40,Skin & Subcutaneous,Psoriasis (Generalized pustular psoriasis),Psoriasis (Generalized pustular psoriasis),,No,Generalized pustular psoriasis,Psoriasis (Generalized pustular psoriasis),Psoriasis (Generalized pustular psoriasis),No,,5047,L40.1,L40.1,No,Same As,L40.1,Generalized pustular psoriasis,No,,,,,No,,
948,948,850,,L40,Skin & Subcutaneous,Psoriasis (Acrodermatitis continua),Psoriasis (Acrodermatitis continua),,No,Acrodermatitis continua,Psoriasis (Acrodermatitis continua),Psoriasis (Acrodermatitis continua),No,,5048,L40.2,L40.2,No,Same As,L40.2,Acrodermatitis continua,No,,,,,No,,
949,949,851,,L40,Skin & Subcutaneous,Psoriasis (Pustulosis palmaris et plantaris),Psoriasis (Pustulosis palmaris et plantaris),,No,Pustulosis palmaris et plantaris,Psoriasis (Pustulosis palmaris et plantaris),Psoriasis (Pustulosis palmaris et plantaris),No,,5049,L40.3,L40.3,No,Same As,L40.3,Pustulosis palmaris et plantaris,No,,,,,No,,
950,950,852,,L40,Skin & Subcutaneous,Psoriasis (Arthropathic psoriasis),Psoriasis (Arthropathic psoriasis),,No,Arthropathic psoriasis,Psoriasis (Arthropathic psoriasis),Psoriasis (Arthropathic psoriasis),No,,5051,L40.5,L40.5,No,Same As,L40.5,Arthropathic psoriasis,No,,,,,No,,
951,951,853,,L40,Skin & Subcutaneous,Psoriasis (Other psoriasis),Psoriasis (Other psoriasis),,No,Other psoriasis,Psoriasis (Other psoriasis),Psoriasis (Other psoriasis),No,,5052,L40.8,L40.8,No,Same As,L40.8,Other psoriasis,No,,,,,No,,
952,952,854,250,L40,Skin & Subcutaneous,"Psoriasis (Psoriasis, unspecified)","Psoriasis (Psoriasis, unspecified)","Psoriasis (Psoriasis, unspecified)",No,"Psoriasis, unspecified","Psoriasis (Psoriasis, unspecified)","Psoriasis (Psoriasis, unspecified)",No,,5053,L40.9,L40.9,No,Same As,L40.9,"Psoriasis, unspecified",No,,,,,No,,
953,953,855,,L40,Skin & Subcutaneous,Pityriasis Lichenoides Chronicus (Pityriasis lichenoides chronica),Pityriasis Lichenoides Chronicus (Pityriasis lichenoides chronica),,No,Pityriasis lichenoides chronica,Pityriasis Lichenoides Chronicus (Pityriasis lichenoides chronica),Pityriasis Lichenoides Chronicus (Pityriasis lichenoides chronica),No,,5056,L41.1,L41.1,No,Same As,L41.1,Pityriasis lichenoides chronica,No,,,,,No,,
954,954,856,,L40,Skin & Subcutaneous,Parapsoriasis (Retiform parapsoriasis),Parapsoriasis (Retiform parapsoriasis),,No,Retiform parapsoriasis,Parapsoriasis (Retiform parapsoriasis),Parapsoriasis (Retiform parapsoriasis),No,,5060,L41.5,L41.5,No,Same As,L41.5,Retiform parapsoriasis,No,,,,,No,,
955,955,857,,L40,Skin & Subcutaneous,Pityriasis Rosea,Pityriasis Rosea,,No,Pityriasis rosea,Pityriasis Rosea,Pityriasis Rosea,No,,5063,L42,L42,No,Same As,L42,Pityriasis rosea,No,,,,,No,,
956,956,858,,L40,Skin & Subcutaneous,Lichen Planus,Lichen Planus,,No,Lichen planus,Lichen Planus,Lichen Planus,No,,5064,L43.-,L43.-,No,Same As,L43.9,"Lichen planus, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #961,"JP: Confirm recommendation to retire. 

AK: Yes"
957,957,,,L40,Skin & Subcutaneous,Lichen Planus (Hypertrophic lichen planus),,,No,Hypertrophic lichen planus,Lichen Planus (Hypertrophic lichen planus),Lichen Planus (Hypertrophic lichen planus),No,,5065,L43.0,L43.0,No,Same As,L43.0,Hypertrophic lichen planus,No,,,,,No,,
958,958,,,L40,Skin & Subcutaneous,Lichen Planus (Bullous lichen planus),,,No,Bullous lichen planus,Lichen Planus (Bullous lichen planus),Lichen Planus (Bullous lichen planus),No,,5066,L43.1,L43.1,No,Same As,L43.1,Bullous lichen planus,No,,,,,No,,
959,959,859,,L40,Skin & Subcutaneous,Lichen Planus (Lichenoid drug reaction),Lichen Planus (Lichenoid drug reaction),,No,Lichenoid drug reaction,Lichen Planus (Lichenoid drug reaction),Lichen Planus (Lichenoid drug reaction),No,,5067,L43.2,L43.2,No,Same As,L43.2,Lichenoid drug reaction,No,,,,,No,,
960,960,,,L40,Skin & Subcutaneous,Lichen Planus (Other lichen planus),,,No,Other lichen planus,Lichen Planus (Other lichen planus),Lichen Planus (Other lichen planus),No,,5069,L43.8,L43.8,No,Same As,L43.8,Other lichen planus,No,,,,,No,,
961,961,860,,L40,Skin & Subcutaneous,"Lichen Planus (Lichen planus, unspecified)","Lichen Planus (Lichen planus, unspecified)",,No,"Lichen planus, unspecified","Lichen Planus (Lichen planus, unspecified)","Lichen Planus (Lichen planus, unspecified)",No,,5070,L43.9,L43.9,No,Same As,L43.9,"Lichen planus, unspecified",No,,,,,No,,
962,962,861,,L40,Skin & Subcutaneous,Infantile papular acrodermatitis [Giannotti-Crosti],Infantile papular acrodermatitis [Giannotti-Crosti],,No,Infantile papular acrodermatitis [Giannotti-Crosti],Infantile papular acrodermatitis [Giannotti-Crosti],Infantile papular acrodermatitis [Giannotti-Crosti],No,,5076,L44.4,L44.4,No,Same As,L44.4,Infantile papular acrodermatitis [Giannotti-Crosti],No,,,,,No,,
963,963,862,,L40,Skin & Subcutaneous,"Papulosquamous Diseases (Papulosquamous disorder, unspecified)","Papulosquamous Diseases (Papulosquamous disorder, unspecified)",,No,"Papulosquamous disorder, unspecified","Papulosquamous Diseases (Papulosquamous disorder, unspecified)","Papulosquamous Diseases (Papulosquamous disorder, unspecified)",No,,5078,L44.9,L44.9,No,Same As,L44.9,"Papulosquamous disorder, unspecified",No,,,,,No,,
964,964,863,,L50,Skin & Subcutaneous,Urticaria,Urticaria,,No,Urticaria,Urticaria,Urticaria,No,,5080,L50.-,L50.-,No,Same As,L50.9,"Urticaria, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,Yes,Recommend retiring as it is duplicative of #971,"JP: Confirm recommendation to retire. 

AK: Yes"
965,965,,,L50,Skin & Subcutaneous,Urticaria (Allergic urticaria),,,No,Allergic urticaria,Urticaria (Allergic urticaria),Urticaria (Allergic urticaria),No,,5081,L50.0,L50.0,No,Same As,L50.0,Allergic urticaria,No,,,,,No,,
966,966,864,,L50,Skin & Subcutaneous,Idiopathic urticaria,Idiopathic urticaria,,No,Idiopathic urticaria,Idiopathic urticaria,Idiopathic urticaria,No,,5082,L50.1,L50.1,No,Same As,L50.1,Idiopathic urticaria,No,,,,,No,,
967,967,865,,L50,Skin & Subcutaneous,Urticaria (Dermatographic urticaria),Urticaria (Dermatographic urticaria),,No,Dermatographic urticaria,Urticaria (Dermatographic urticaria),Urticaria (Dermatographic urticaria),No,,5084,L50.3,L50.3,No,Same As,L50.3,Dermatographic urticaria,No,,,,,No,,
968,968,866,,L50,Skin & Subcutaneous,Urticaria (Cholinergic urticaria),Urticaria (Cholinergic urticaria),,No,Cholinergic urticaria,Urticaria (Cholinergic urticaria),Urticaria (Cholinergic urticaria),No,,5086,L50.5,L50.5,No,Same As,L50.5,Cholinergic urticaria,No,,,,,No,,
969,969,867,,L50,Skin & Subcutaneous,Urticaria (Contact urticaria),Urticaria (Contact urticaria),,No,Contact urticaria,Urticaria (Contact urticaria),Urticaria (Contact urticaria),No,,5087,L50.6,L50.6,No,Same As,L50.6,Contact urticaria,No,,,,,No,,
970,970,868,,L50,Skin & Subcutaneous,Urticaria (Other urticaria),Urticaria (Other urticaria),,No,Other urticaria,Urticaria (Other urticaria),Urticaria (Other urticaria),No,,5088,L50.8,L50.8,No,Same As,L50.8,Other urticaria,No,,,,,No,,
971,971,869,,L50,Skin & Subcutaneous,"Urticaria (Urticaria, unspecified)","Urticaria (Urticaria, unspecified)",,No,"Urticaria, unspecified","Urticaria (Urticaria, unspecified)","Urticaria (Urticaria, unspecified)",No,,5089,L50.9,L50.9,No,Same As,L50.9,"Urticaria, unspecified",No,,,,,No,,
972,972,,,L55,Skin & Subcutaneous,Photodermatosis (Photocontact dermatitis [berloque dermatitis]),,,No,Photocontact dermatitis [berloque dermatitis],Photodermatosis (Photocontact dermatitis [berloque dermatitis]),Photodermatosis (Photocontact dermatitis [berloque dermatitis]),No,,5116,L56.2,L56.2,No,Same As,L56.2,Photocontact dermatitis [berloque dermatitis],No,,,,,No,,
973,973,870,,L55,Skin & Subcutaneous,Polymorphous Light Eruption,Polymorphous Light Eruption,,No,Polymorphous light eruption,Polymorphous Light Eruption,Polymorphous Light Eruption,No,,5118,L56.4,L56.4,No,Same As,L56.4,Polymorphous light eruption,No,,,,,No,,
974,974,871,251,L60,Skin & Subcutaneous,Nail Disorders (Nail disorders in diseases classified elsewhere),Nail Disorders (Nail disorders in diseases classified elsewhere),Nail Disorders (Nail disorders in diseases classified elsewhere),No,Nail disorders in diseases classified elsewhere,Nail Disorders (Nail disorders in diseases classified elsewhere),Nail Disorders (Nail disorders in diseases classified elsewhere),No,,5147,L62.-*,L62.-*,No,Same As,L62.8,Nail disorders in other diseases classified elsewhere,Yes,Mapped to .8 instead of header,,,,No,,"JP: FMOH originally mapped to category header and no .9 unspecified exists. How should this be mapped? 

AK: Nail disorder L62.8"
975,975,872,252,L60,Skin & Subcutaneous,Alopecia (Alopecia areata),Alopecia (Alopecia areata),Alopecia (Alopecia areata),No,Alopecia areata,Alopecia (Alopecia areata),Alopecia (Alopecia areata),No,,5150,L63.-,L63.-,No,Same As,L63.9,"Alopecia areata, unspecified",Yes,Mapped to .9 rather than category header,,,,No,,
976,976,,,L60,Skin & Subcutaneous,Alopecia (NOS),,,No,Other alopecia areata,Alopecia (NOS),Alopecia (NOS),No,,5154,L63.8,L63.8,No,Same As,L63.8,Other alopecia areata,No,,,,,No,,
977,977,873,,L60,Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss],Cicatricial Alopecia [Scarring Hair Loss],,No,Cicatricial alopecia [scarring hair loss],Cicatricial Alopecia [Scarring Hair Loss],Cicatricial Alopecia [Scarring Hair Loss],No,,5166,L66.-,L66.-,No,Same As,L66.9,"Cicatricial alopecia, unspecified",Yes,"Mapped to .9 ""unspecified"" rather than to category header",,,,No,,
978,978,874,,L60,Skin & Subcutaneous,Cicatricial Alopecia [Scarring Hair Loss] (Pseudopelade),Cicatricial Alopecia [Scarring Hair Loss] (Pseudopelade),,No,Pseudopelade,Cicatricial Alopecia [Scarring Hair Loss] (Pseudopelade),Cicatricial Alopecia [Scarring Hair Loss] (Pseudopelade),No,,5167,L66.0,L66.0,No,Same As,L66.0,Pseudopelade,No,,,,,No,,
